시설명,시설주소,X,Y
해오름장애인자립생활센터,서울특별시 영등포구 국회대로62길 14,192618.94685086756,547472.3363207518
이음장애인자립생활센터,서울특별시 영등포구 선유로 146,190434.41927097936,547463.9854558455
선한이웃재활운동발달센터,서울특별시 노원구 공릉로58길 112,206593.03591634615,559570.8699886493
시설테스트1호,서울특별시 성동구 무학로 50,202797.37131140404,552129.8038270349
장애인자립생활주택(가형)-강동장애인자립생활센터,서울특별시 강동구 올림픽로98가길 6-14,211500.144557338,550010.570650791
장애인자립생활주택(다형) 해뜨는양지,서울특별시 강동구 상암로81길 10-1,214848.4028086508,549648.0203388747
장애인자립생활주택(가형)-해뜨는양지,서울특별시 강동구 천중로9길 40,211241.91101838247,549734.8332199266
염리종합사회복지관 내 주간보호센터,서울특별시 마포구 숭문길 14,195198.53686692214,549731.6449631687
행복이가득한집2호,서울특별시 강서구 월정로18길 20,185848.19714048004,547756.2208507077
공덕동행복주택 내 장애인주간보호센터,서울특별시 마포구 백범로31길 21,195579.2759917545,549693.3758823719
한아름,서울특별시 강동구 고덕로 295-45,214026.12202356063,550916.8098483314
민들레울,서울특별시 은평구 갈현로11길 46,191645.22311389583,556224.1630631211
다가옴,서울특별시 강동구 고덕로 106,212109.43890959947,550560.6289142083
성동발달장애인평생교육센터,서울특별시 성동구 성수이로 144,205154.7132924834,549802.544868152
동작발달장애인평생교육센터,서울특별시 동작구 사당로 253-3,197846.54739131295,542687.7242362534
관악구발달장애인평생교육센터,서울특별시 관악구 신림로 158,194150.28799914493,541501.5098507287
아이맘인지행동발달센터,서울특별시 광진구 동일로 357,206661.01277393074,551485.4863931438
누야하우스,서울특별시 은평구 갈현로11길 30,191771.78005402477,556237.133218867
서울시그룹홈지원센터,서울특별시 강남구 도곡로 416,204953.94660883606,544165.0452032064
꿈더하기지원센터,서울특별시 영등포구 영등포로64길 15,192664.93074497476,546010.4899330542
은평발달장애인평생교육센터,서울특별시 은평구 통일로934,193283.0270443923,558270.6933237406
강남장애인가족지원센터,서울특별시 강남구 밤고개로1길 10,209007.44800674892,543178.961776354
Good Job 자립생활센터,서울특별시 강남구 테헤란로8길 36,202816.04006160627,544115.1797508124
양천구발달장애인평생교육센터,서울특별시 양천구 중앙로 181,187251.10150082933,545929.3785751474
서대문 발달장애인평생교육센터,서울특별시 서대문구 증가로4길63-17,193667.9998610043,553201.1215843086
강남세움 발달장애인 평생교육센터,서울특별시 강남구 광평로60길22,209454.40127401057,543072.9208860333
노원발달장애인평생교육센터,서울특별시 노원구 동일로250길 44-47,205372.2864197003,564799.7862565023
서대문장애인가족지원센터,서울특별시 서대문구 세검정로 78-19,195499.23141334546,555072.6279251041
용산구장애인가족지원센터,서울특별시 용산구 백범로 329,196951.44363248785,548795.555420829
종로발달장애인평생교육센터,서울특별시 종로구 종로17길 8,199024.40368721227,552349.2355822579
영등포구 발달장애인평생교육센터,서울특별시 영등포구 문래북로 105,190574.6729201273,546760.8293713992
강남발달장애인평생교육센터,서울특별시 강남구 논현로86길 21,203464.24650948602,544540.571221397
도봉발달장애인 평생교육센터,서울특별시 도봉구 마들로 703,204086.09521058522,563712.7539398248
용산구 발달장애인 평생교육센터,서울특별시 용산구 백범로329,196951.44363248785,548795.555420829
서울서진학교,서울특별시 강서구 양천로55길 22,186768.20923399436,551756.799731419
서울도솔학교,서울특별시 도봉구 평화로15번길 9-26,203827.7681543409,565957.3914543724
서울나래학교,서울특별시 서초구 염곡안1길 25,204566.66273724491,540486.8572539244
서울새롬학교,서울특별시 관악구 보라매로 44,193581.60037688515,543745.9153387756
서울효정학교,서울특별시 강북구 삼양로63길 33,201430.475172731,558612.8160684142
서울다원학교,서울특별시 성북구 성북로31길 5-15,199199.077306808,554950.5452862616
누리학교,서울특별시 동작구 상도로 53,193503.841376482,544505.9040803629
연세대학교재활학교,서울특별시 서대문구 연세로 50,194654.63226522692,551686.6671269403
수도사랑의학교,서울특별시 종로구 사직로7길 17,196924.17087236204,552807.2534881358
은평대영학교,서울특별시 은평구 갈현로11길 30,191771.7800540248,556237.133218867
서울동천학교,서울특별시 노원구 노원로18길 41,206471.52777337804,560533.6658801083
한빛맹학교,서울특별시 강북구 삼양로73가길 47,201385.5779752828,558720.5569916725
교남학교,서울특별시 강서구 까치산로22길 38,186965.35398690056,549855.9878650266
서울경운학교,서울특별시 종로구 삼일대로 454,198917.59634011675,552809.3623749416
서울정민학교,서울특별시 노원구 공릉로58길 24,206458.84540714213,559368.2968958464
광성하늘빛학교,서울특별시 송파구 올림픽로 625,210828.743240122,548685.2583231832
서울정인학교,서울특별시 강북구 인수봉로 119-20,201056.41008379185,559015.4852122597
서울정애학교,서울특별시 강남구 봉은사로81길 16,204797.91253126765,546098.7391533414
서울광진학교,서울특별시 광진구 강변역로 18,208104.82908669516,548654.2533179575
한국육영학교,서울특별시 송파구 충민로6길 15,211717.587710041,542493.8710104348
한국구화학교,서울특별시 강동구 고덕로 295-59,214049.0096889032,550982.9311206444
주몽학교,서울특별시 강동구 상암로 369,214460.54855805004,549643.8512172834
성베드로학교,서울특별시 구로구 연동로 320,184584.4890797296,543130.7244900328
서울애화학교,서울특별시 강북구 솔매로52길 31,202533.70701276773,558404.1313239972
서울삼성학교,서울특별시 동작구 양녕로30길 19-4,195218.824134786,544407.7949282553
밀알학교,서울특별시 강남구 일원로 90,207280.50230792465,542928.1180978386
다니엘학교,서울특별시 서초구 헌릉로468길 21-16,208142.3707006646,540115.6482698756
서울정문학교,서울특별시 관악구 난향3길 31,192615.37624559773,540255.7841945197
서울정진학교,서울특별시 구로구 부일로9길 158,184252.86658767072,544315.2258901735
한국우진학교,서울특별시 마포구 월드컵북로38길 21,191458.7634163454,552454.8937506928
서울농학교,서울특별시 종로구 필운대로 103,197224.8704604719,553942.6381567209
서울맹학교,서울특별시 종로구 필운대로 97,197133.4268241596,553915.1107632241
