시설명,시설주소,X,Y,현인원,사고건수
아이사랑아동청소년발달센터,서울특별시 강동구 아리수로93길 33,127.1735448,37.5658904,10.0,27.0
홀트강동복지관,서울특별시 강동구 아리수로93길 41,127.1732613,37.566236,150.0,27.0
직업재능개발센터,서울특별시 강동구 올림픽로588,127.1273649,37.549748,25.0,28.0
성민드림주간보호센터,서울특별시 서초구 효령로26길 9-9,126.9955591,37.4803424,10.0,16.0
한결엠보호작업장,서울특별시 금천구 가산디지털1로 131,126.8823347,37.4770104,10.0,45.0
우리그룹홈,서울특별시 송파구 거마로3길 5,127.1438022,37.4940621,4.0,49.0
블루나래,서울특별시 구로구 디지털로 272,126.8944527,37.4824969,13.0,36.0
영광시각장애인주간보호센터,서울특별시 서대문구 세무서10길 54,126.9479853,37.5909191,14.0,8.0
두손장애인보호작업장,서울특별시 송파구 동남로6길 34-1,127.1251728,37.4873394,,28.0
모두누리 직업재활센터,서울특별시 구로구 디지털로27길 24,126.8929463,37.4834545,24.0,35.0
기쁨나무,서울특별시 금천구 시흥대로80길 19,126.9007616,37.4591004,17.0,24.0
홀트주간보호센터,서울특별시 강동구 아리수로93길 41,127.1732613,37.566236,10.0,27.0
주은공동생활가정,서울특별시 강서구 강서로5라길 138,126.8560454,37.5300728,3.0,42.0
은하수,서울특별시 구로구 고척로52마길 21-11,126.8543894,37.5004447,4.0,11.0
왕성밀알주간보호센터,서울특별시 관악구 신림로58길 8,126.9303365,37.4821536,10.0,84.0
행복한 사람들의 집,서울특별시 강북구 삼양로173가길 22,127.0112632,37.6622302,7.0,9.0
이음주간교육센터,서울특별시 강북구 한천로129길11,127.029712,37.6373431,8.0,50.0
강남세움보호작업장,서울특별시 강남구 광평로60길22,127.106901,37.4870564,76.0,18.0
킨더윌언어심리전문센터,서울특별시 노원구 상계로23다길 13-8,127.0691598,37.6597835,,28.0
두빛나래보호작업장,서울특별시 성동구 성수일로 10,127.0527758,37.5471649,10.0,10.0
꿈친장애인주간보호센터,서울특별시 영등포구 은행로 55,126.9242524,37.5304487,,21.0
강남세움복지관,서울특별시 강남구 광평로60길 22,127.106901,37.4870564,,18.0
해피드림,서울특별시 양천구 월정로 22,126.8435127,37.5218924,4.0,30.0
선한이웃 재활운동발달센터,서울특별시 노원구 공릉로58길 112,127.0746958,37.6357271,,10.0
양천희망돌봄센터,서울특별시 양천구 가로공원로 101,126.8272502,37.5359222,10.0,46.0
주사랑 장애인단기보호센터,서울특별시 금천구 독산로 165-1,126.9042554,37.4620612,10.0,26.0
강남세움근로사업장 굿윌스토어,서울특별시 강남구 광평로60길 22,127.106901,37.4870564,,18.0
강남세움 직업훈련센터,서울특별시 강남구 광평로60길 22,127.106901,37.4870564,,18.0
사랑손직업적응훈련시설,서울특별시 동작구 사당로 90,126.9622752,37.4917216,,7.0
기쁨이꽃피는나무,서울특별시 금천구 시흥대로80길 19-11,126.9009649,37.4594456,4.0,24.0
두리하나다울,서울특별시 구로구 경인로53길 90,126.875147,37.5046472,9.0,23.0
아해하제공동생활가정,서울특별시 강남구 헌릉로569길 46-6,127.096743,37.467673,,4.0
은평구립우리장애인복지관,서울특별시 은평구 녹번로1길 13,126.9265456,37.6047646,,20.0
누보,서울특별시 중구 충무로29,126.9924292,37.5637746,,26.0
금천발달장애인주간보호센터,서울특별시 금천구 시흥대로73길 30,126.8976101,37.4569969,,24.0
강서점자도서관,서울특별시 강서구 공항대로 206,126.8302908,37.558888,,35.0
소담,서울특별시 중랑구 상봉로 69,127.093176,37.5921177,,31.0
은평장애인주간보호센터,서울특별시 은평구 진흥로 87,126.921752,37.6047932,,27.0
40플러스 금곡행복쉼터 주간보호센터,서울특별시 강서구 방화대로45길 69,126.8125801,37.5742085,,28.0
(사)한국농아인협회 수어통역센터 중앙지원본부,서울특별시 금천구 벚꽃로 234,126.8861007,37.475995,,36.0
꿈나래 아동발달센터,서울특별시 강동구 아리수로 427,127.1746016,37.5649562,,28.0
염리장애인주간보호센터,서울특별시 마포구 대흥로24길50,126.9474774,37.5546624,,9.0
알라딘,서울특별시 강남구 밤고개로24길 40-6,127.1058354,37.4722061,,12.0
스프링샤인,서울특별시 은평구 갈현로11길 30,126.9068159,37.6056774,12.0,5.0
축복의통로장애인주간보호시설,서울특별시 은평구 은평로3길 10,126.9151531,37.5997364,,30.0
성북피해장애인쉼터,서울특별시 성북구 화랑로 134,127.0463806,37.6049351,,31.0
다은보호작업장,서울특별시 은평구 통일로71길 8,126.9260642,37.613942,11.0,18.0
새론앞길,서울특별시 중랑구 신내역로111,127.1124178,37.6131395,,4.0
함께주간보호센터,서울특별시 성동구 왕십리로24나길20,127.0353475,37.5638559,,51.0
사람희망 금천장애인자립생활센터,서울특별시 금천구 독산로 70,126.9063338,37.4535372,38.0,35.0
해오름장애인자립생활센터,서울특별시 영등포구 국회대로62길 14,126.9164982,37.5267142,11.0,28.0
이음장애인자립생활센터,서울특별시 영등포구 선유로 146,126.8917848,37.5266189,40.0,23.0
선한이웃재활운동발달센터,서울특별시 노원구 공릉로58길 112,127.0746958,37.6357271,80.0,10.0
시설테스트1호,서울특별시 성동구 무학로 50,127.0316644,37.5687032,,41.0
장애인자립생활주택(가형)-강동장애인자립생활센터,서울특별시 강동구 올림픽로98가길 6-14,127.1301407,37.5495415,2.0,22.0
장애인자립생활주택(다형) 해뜨는양지,서울특별시 강동구 상암로81길 10-1,127.1680236,37.5462271,2.0,18.0
장애인자립생활주택(가형)-해뜨는양지,서울특별시 강동구 천중로9길 40,127.1272142,37.5470603,0.0,23.0
염리종합사회복지관 내 주간보호센터,서울특별시 마포구 숭문길 14,126.9456663,37.5470876,,18.0
행복이가득한집2호,서울특별시 강서구 월정로18길 20,126.8398955,37.529193,,37.0
공덕동행복주택 내 장애인주간보호센터,서울특별시 마포구 백범로31길 21,126.949975,37.5467447,,12.0
한아름,서울특별시 강동구 고덕로 295-45,127.158743,37.5576717,,4.0
민들레울,서울특별시 은평구 갈현로11길 46,126.9053828,37.6055594,8.0,2.0
다가옴,서울특별시 강동구 고덕로 106,127.1370448,37.5544897,,17.0
성동발달장애인평생교육센터,서울특별시 성동구 성수이로 144,127.0583316,37.5477245,,13.0
동작발달장애인평생교육센터,서울특별시 동작구 사당로 253-3,126.975652,37.4836316,,33.0
관악구발달장애인평생교육센터,서울특별시 관악구 신림로 158,126.9338697,37.4729277,,31.0
아이맘인지행동발달센터,서울특별시 광진구 동일로 357,127.0753924,37.5628781,,18.0
누야하우스,서울특별시 은평구 갈현로11길 30,126.9068159,37.6056774,53.0,5.0
서울시그룹홈지원센터,서울특별시 강남구 도곡로 416,127.0560217,37.4969316,100.0,42.0
꿈더하기지원센터,서울특별시 영등포구 영등포로64길 15,126.917033,37.5135433,40.0,40.0
은평발달장애인평생교육센터,서울특별시 은평구 통일로934,126.923912,37.6240118,30.0,5.0
강남장애인가족지원센터,서울특별시 강남구 밤고개로1길 10,127.1018486,37.4880163,30.0,53.0
Good Job 자립생활센터,서울특별시 강남구 테헤란로8길 36,127.031845,37.4964913,30.0,72.0
양천구발달장애인평생교육센터,서울특별시 양천구 중앙로 181,126.8557987,37.5127536,,23.0
서대문 발달장애인평생교육센터,서울특별시 서대문구 증가로4길63-17,126.9283167,37.5783382,24.0,29.0
강남세움 발달장애인 평생교육센터,서울특별시 강남구 광평로60길22,127.106901,37.4870564,,18.0
노원발달장애인평생교육센터,서울특별시 노원구 동일로250길 44-47,127.0609038,37.6828466,,0.0
서대문장애인가족지원센터,서울특별시 서대문구 세검정로 78-19,126.9490362,37.5952111,,27.0
용산구장애인가족지원센터,서울특별시 용산구 백범로 329,126.9655062,37.5386609,,34.0
종로발달장애인평생교육센터,서울특별시 종로구 종로17길 8,126.9889566,37.570684,,59.0
영등포구 발달장애인평생교육센터,서울특별시 영등포구 문래북로 105,126.8933805,37.5202849,,37.0
강남발달장애인평생교육센터,서울특별시 강남구 논현로86길 21,127.0391772,37.5003219,,86.0
도봉발달장애인 평생교육센터,서울특별시 도봉구 마들로 703,127.0463166,37.6730593,,13.0
용산구 발달장애인 평생교육센터,서울특별시 용산구 백범로329,126.9655062,37.5386609,,34.0
서울서진학교,서울특별시 강서구 양천로55길 22,126.8502318,37.5652517,,
서울도솔학교,서울특별시 도봉구 평화로15번길 9-26,127.0434002,37.6932841,,
서울나래학교,서울특별시 서초구 염곡안1길 25,127.0516193,37.4637928,,
서울새롬학교,서울특별시 관악구 보라매로 44,126.9274212,37.4931462,,
서울효정학교,서울특별시 강북구 삼양로63길 33,127.0162047,37.6271177,,
서울다원학교,서울특별시 성북구 성북로31길 5-15,126.990931,37.5941218,,
누리학교,서울특별시 동작구 상도로 53,126.9265352,37.4999932,,
연세대학교재활학교,서울특별시 서대문구 연세로 50,126.9394972,37.5646993,,
수도사랑의학교,서울특별시 종로구 사직로7길 17,126.9651808,37.5748061,,
은평대영학교,서울특별시 은평구 갈현로11길 30,126.9068159,37.6056774,,
서울동천학교,서울특별시 노원구 노원로18길 41,127.0733277,37.6444026,,
한빛맹학교,서울특별시 강북구 삼양로73가길 47,127.0156963,37.6280885,,
교남학교,서울특별시 강서구 까치산로22길 38,126.852497,37.5481283,,
서울경운학교,서울특별시 종로구 삼일대로 454,126.9877469,37.5748296,,
서울정민학교,서울특별시 노원구 공릉로58길 24,127.0731737,37.6339029,,
광성하늘빛학교,서울특별시 송파구 올림픽로 625,127.1225233,37.5376086,,
서울정인학교,서울특별시 강북구 인수봉로 119-20,127.0119678,37.6307462,,
서울정애학교,서울특별시 강남구 봉은사로81길 16,127.0542698,37.5143551,,
서울광진학교,서울특별시 광진구 강변역로 18,127.0917029,37.5373572,,
한국육영학교,서울특별시 송파구 충민로6길 15,127.1324816,37.4818132,,
한국구화학교,서울특별시 강동구 고덕로 295-59,127.1590033,37.5582671,,
주몽학교,서울특별시 강동구 상암로 369,127.1636346,37.5461957,,
성베드로학교,서울특별시 구로구 연동로 320,126.8256957,37.487497,,
서울애화학교,서울특별시 강북구 솔매로52길 31,127.0287016,37.6252351,,
서울삼성학교,서울특별시 동작구 양녕로30길 19-4,126.9459305,37.4991197,,
밀알학교,서울특별시 강남구 일원로 90,127.0823193,37.4857714,,
다니엘학교,서울특별시 서초구 헌릉로468길 21-16,127.0920332,37.4604236,,
서울정문학교,서울특별시 관악구 난향3길 31,126.9165302,37.4616926,,
서울정진학교,서울특별시 구로구 부일로9길 158,126.8219207,37.4981638,,
한국우진학교,서울특별시 마포구 월드컵북로38길 21,126.9033151,37.5715969,,
서울농학교,서울특별시 종로구 필운대로 103,126.9685805,37.5850368,,
서울맹학교,서울특별시 종로구 필운대로 97,126.9675453,37.5847885,,
